"","year","month","day","start","visitor","pts_visitor","home","pts_home","attend","acr","zer","code"
"926",2020,"03","05","8:00p","Los Angeles Clippers",120,"Houston Rockets",105,18.055,"HOU",0,"202003050HOU"
"927",2020,"03","05","10:00p","Philadelphia 76ers",125,"Sacramento Kings",108,15.485,"SAC",0,"202003050SAC"
"928",2020,"03","05","10:30p","Toronto Raptors",121,"Golden State Warriors",113,18.064,"GSW",0,"202003050GSW"
"929",2020,"03","06","7:00p","Atlanta Hawks",112,"Washington Wizards",118,17.856,"WAS",0,"202003060WAS"
"930",2020,"03","06","7:30p","San Antonio Spurs",120,"Brooklyn Nets",139,16.277,"BRK",0,"202003060BRK"
"931",2020,"03","06","7:30p","Oklahoma City Thunder",126,"New York Knicks",103,19.499,"NYK",0,"202003060NYK"
"932",2020,"03","06","8:00p","Utah Jazz",99,"Boston Celtics",94,19.156,"BOS",0,"202003060BOS"
"933",2020,"03","06","8:00p","Indiana Pacers",108,"Chicago Bulls",102,20.229,"CHI",0,"202003060CHI"
"934",2020,"03","06","8:00p","Orlando Magic",132,"Minnesota Timberwolves",118,14.315,"MIN",0,"202003060MIN"
"935",2020,"03","06","8:00p","Miami Heat",104,"New Orleans Pelicans",110,18.384,"NOP",0,"202003060NOP"
"936",2020,"03","06","8:30p","Memphis Grizzlies",96,"Dallas Mavericks",121,20.37,"DAL",0,"202003060DAL"
"937",2020,"03","06","9:00p","Portland Trail Blazers",117,"Phoenix Suns",127,15.522,"PHO",0,"202003060PHO"
"938",2020,"03","06","10:30p","Milwaukee Bucks",103,"Los Angeles Lakers",113,18.997,"LAL",0,"202003060LAL"
"939",2020,"03","07","5:00p","Houston Rockets",99,"Charlotte Hornets",108,19.159,"CHO",0,"202003070CHO"
"940",2020,"03","07","7:00p","Utah Jazz",111,"Detroit Pistons",105,16.59,"DET",0,"202003070DET"
"941",2020,"03","07","7:30p","Denver Nuggets",102,"Cleveland Cavaliers",104,19.432,"CLE",0,"202003070CLE"
"942",2020,"03","07","8:00p","Atlanta Hawks",101,"Memphis Grizzlies",118,17.117,"MEM",0,"202003070MEM"
"943",2020,"03","07","8:30p","Philadelphia 76ers",114,"Golden State Warriors",118,18.064,"GSW",0,"202003070GSW"
"944",2020,"03","07","10:00p","Sacramento Kings",123,"Portland Trail Blazers",111,19.691,"POR",0,"202003070POR"
"945",2020,"03","08","3:00p","Chicago Bulls",107,"Brooklyn Nets",110,15.916,"BRK",0,"202003080BRK"
"946",2020,"03","08","3:30p","Los Angeles Lakers",112,"Los Angeles Clippers",103,19.068,"LAC",0,"202003080LAC"
"947",2020,"03","08","3:30p","New Orleans Pelicans",120,"Minnesota Timberwolves",107,18.978,"MIN",0,"202003080MIN"
"948",2020,"03","08","6:00p","Oklahoma City Thunder",105,"Boston Celtics",104,19.156,"BOS",0,"202003080BOS"
"949",2020,"03","08","6:00p","Milwaukee Bucks",131,"Phoenix Suns",140,17.282,"PHO",0,"202003080PHO"
"950",2020,"03","08","7:00p","Indiana Pacers",112,"Dallas Mavericks",109,20.324,"DAL",0,"202003080DAL"
"951",2020,"03","08","7:00p","Orlando Magic",126,"Houston Rockets",106,18.055,"HOU",0,"202003080HOU"
"952",2020,"03","08","7:00p","Miami Heat",100,"Washington Wizards",89,18.135,"WAS",0,"202003080WAS"
"953",2020,"03","08","7:30p","San Antonio Spurs",129,"Cleveland Cavaliers",132,17.995,"CLE",0,"202003080CLE"
"954",2020,"03","08","7:30p","Detroit Pistons",84,"New York Knicks",96,18.361,"NYK",0,"202003080NYK"
"955",2020,"03","08","9:00p","Toronto Raptors",118,"Sacramento Kings",113,16.449,"SAC",0,"202003080SAC"
"956",2020,"03","09","7:30p","Charlotte Hornets",138,"Atlanta Hawks",143,14.399,"ATL",0,"202003090ATL"
"957",2020,"03","09","9:00p","Milwaukee Bucks",95,"Denver Nuggets",109,19.838,"DEN",0,"202003090DEN"
"958",2020,"03","09","9:00p","Toronto Raptors",101,"Utah Jazz",92,18.306,"UTA",0,"202003090UTA"
"959",2020,"03","10","7:00p","Boston Celtics",114,"Indiana Pacers",111,17.053,"IND",0,"202003100IND"
"960",2020,"03","10","7:00p","New York Knicks",115,"Washington Wizards",122,15.048,"WAS",0,"202003100WAS"
"961",2020,"03","10","8:00p","Cleveland Cavaliers",103,"Chicago Bulls",108,17.837,"CHI",0,"202003100CHI"
"962",2020,"03","10","8:00p","Minnesota Timberwolves",111,"Houston Rockets",117,18.055,"HOU",0,"202003100HOU"
"963",2020,"03","10","8:00p","Orlando Magic",120,"Memphis Grizzlies",115,15.388,"MEM",0,"202003100MEM"
"964",2020,"03","10","8:00p","Dallas Mavericks",109,"San Antonio Spurs",119,18.354,"SAS",0,"202003100SAS"
"965",2020,"03","10","10:00p","Phoenix Suns",105,"Portland Trail Blazers",121,19.393,"POR",0,"202003100POR"
"966",2020,"03","10","10:30p","Los Angeles Clippers",131,"Golden State Warriors",107,18.064,"GSW",0,"202003100GSW"
"967",2020,"03","10","10:30p","Brooklyn Nets",104,"Los Angeles Lakers",102,18.997,"LAL",0,"202003100LAL"
"968",2020,"03","11","7:00p","Detroit Pistons",106,"Philadelphia 76ers",124,20.172,"PHI",0,"202003110PHI"
"969",2020,"03","11","7:30p","New York Knicks",136,"Atlanta Hawks",131,15.393,"ATL",0,"202003110ATL"
"970",2020,"03","11","7:30p","Charlotte Hornets",109,"Miami Heat",98,19.6,"MIA",0,"202003110MIA"
"971",2020,"03","11","8:00p","Denver Nuggets",97,"Dallas Mavericks",113,20.302,"DAL",0,"202003110DAL"
